id|mrai|avg_time|avg_msg
results/internet_like/graph-100-nomean/csv_output_1682/general_study.csv|None|17.2899|325.182
results/internet_like/graph-100-nomean/csv_output_1683/general_study.csv|None|17.5018|334.818
results/internet_like/graph-100-nomean/csv_output_1684/general_study.csv|None|17.3054|336.545
results/internet_like/graph-100-nomean/csv_output_1685/general_study.csv|None|18.6266|339.545
results/internet_like/graph-100-nomean/csv_output_1686/general_study.csv|None|17.247|326.455
results/internet_like/graph-100-nomean/csv_output_1687/general_study.csv|None|16.8238|330.909
results/internet_like/graph-100-nomean/csv_output_1688/general_study.csv|None|18.1053|338.273
results/internet_like/graph-100-nomean/csv_output_1689/general_study.csv|None|16.296|327
results/internet_like/graph-100-nomean/csv_output_169/general_study.csv|None|86.4769|319.909
results/internet_like/graph-100-nomean/csv_output_1690/general_study.csv|None|17.9782|332.545
results/internet_like/graph-100-nomean/csv_output_1691/general_study.csv|None|17.594|328.273
results/internet_like/graph-100-nomean/csv_output_1692/general_study.csv|None|19.5164|350.273
results/internet_like/graph-100-nomean/csv_output_1693/general_study.csv|None|16.2137|325.182
results/internet_like/graph-100-nomean/csv_output_1694/general_study.csv|None|16.5525|330.091
results/internet_like/graph-100-nomean/csv_output_1695/general_study.csv|None|18.7127|344.636
results/internet_like/graph-100-nomean/csv_output_1696/general_study.csv|None|16.9367|338.545
results/internet_like/graph-100-nomean/csv_output_1697/general_study.csv|None|18.7715|336.364
results/internet_like/graph-100-nomean/csv_output_1698/general_study.csv|None|18.8452|349.182
results/internet_like/graph-100-nomean/csv_output_1699/general_study.csv|None|15.7298|316.182
results/internet_like/graph-100-nomean/csv_output_17/general_study.csv|None|29.0899|328.727
results/internet_like/graph-100-nomean/csv_output_170/general_study.csv|None|84.1653|327.545
results/internet_like/graph-100-nomean/csv_output_1700/general_study.csv|None|17.2887|330.364
results/internet_like/graph-100-nomean/csv_output_1701/general_study.csv|None|69.1926|337
results/internet_like/graph-100-nomean/csv_output_1702/general_study.csv|None|54.798|320.727
results/internet_like/graph-100-nomean/csv_output_1703/general_study.csv|None|55.9354|329.455
results/internet_like/graph-100-nomean/csv_output_1704/general_study.csv|None|57.8105|328.273
results/internet_like/graph-100-nomean/csv_output_1705/general_study.csv|None|56.6655|326.455
results/internet_like/graph-100-nomean/csv_output_1706/general_study.csv|None|66.1729|340.273
results/internet_like/graph-100-nomean/csv_output_1707/general_study.csv|None|60.217|318.455
results/internet_like/graph-100-nomean/csv_output_1708/general_study.csv|None|53.3687|312
results/internet_like/graph-100-nomean/csv_output_1709/general_study.csv|None|66.7458|334.364
results/internet_like/graph-100-nomean/csv_output_171/general_study.csv|None|114.07|334.818
results/internet_like/graph-100-nomean/csv_output_1710/general_study.csv|None|73.569|339.182
results/internet_like/graph-100-nomean/csv_output_1711/general_study.csv|None|59.1742|334.273
results/internet_like/graph-100-nomean/csv_output_1712/general_study.csv|None|72.2315|343.545
results/internet_like/graph-100-nomean/csv_output_1713/general_study.csv|None|67.9067|333.909
results/internet_like/graph-100-nomean/csv_output_1714/general_study.csv|None|65.983|343.909
results/internet_like/graph-100-nomean/csv_output_1715/general_study.csv|None|53.1607|321.909
results/internet_like/graph-100-nomean/csv_output_1716/general_study.csv|None|64.7646|337
results/internet_like/graph-100-nomean/csv_output_1717/general_study.csv|None|53.8734|327.818
results/internet_like/graph-100-nomean/csv_output_1718/general_study.csv|None|53.5566|319.364
results/internet_like/graph-100-nomean/csv_output_1719/general_study.csv|None|50.2387|319.636
results/internet_like/graph-100-nomean/csv_output_172/general_study.csv|None|110.478|322.727
results/internet_like/graph-100-nomean/csv_output_1720/general_study.csv|None|52.6396|309.182
results/internet_like/graph-100-nomean/csv_output_1721/general_study.csv|None|48.6927|322.818
results/internet_like/graph-100-nomean/csv_output_1722/general_study.csv|None|48.7716|324.636
results/internet_like/graph-100-nomean/csv_output_1723/general_study.csv|None|56.6748|331.091
results/internet_like/graph-100-nomean/csv_output_1724/general_study.csv|None|65.9379|333.727
results/internet_like/graph-100-nomean/csv_output_1725/general_study.csv|None|73.7579|342.545
results/internet_like/graph-100-nomean/csv_output_1726/general_study.csv|None|53.9063|333.091
results/internet_like/graph-100-nomean/csv_output_1727/general_study.csv|None|70.0356|324.636
results/internet_like/graph-100-nomean/csv_output_1728/general_study.csv|None|64.4979|331.727
results/internet_like/graph-100-nomean/csv_output_1729/general_study.csv|None|68.5656|342.091
results/internet_like/graph-100-nomean/csv_output_173/general_study.csv|None|89.1301|327.273
results/internet_like/graph-100-nomean/csv_output_1730/general_study.csv|None|67.6452|331.636
results/internet_like/graph-100-nomean/csv_output_1731/general_study.csv|None|75.5848|336.636
results/internet_like/graph-100-nomean/csv_output_1732/general_study.csv|None|49.6502|327.182
results/internet_like/graph-100-nomean/csv_output_1733/general_study.csv|None|52.9289|329.182
results/internet_like/graph-100-nomean/csv_output_1734/general_study.csv|None|58.3258|314.909
results/internet_like/graph-100-nomean/csv_output_1735/general_study.csv|None|66.8522|334.182
results/internet_like/graph-100-nomean/csv_output_1736/general_study.csv|None|66.6348|344.909
results/internet_like/graph-100-nomean/csv_output_1737/general_study.csv|None|63.3005|326.727
results/internet_like/graph-100-nomean/csv_output_1738/general_study.csv|None|50.0414|319.545
results/internet_like/graph-100-nomean/csv_output_1739/general_study.csv|None|73.8972|333
results/internet_like/graph-100-nomean/csv_output_174/general_study.csv|None|89.1617|328.455
results/internet_like/graph-100-nomean/csv_output_1740/general_study.csv|None|55.6837|333.182
results/internet_like/graph-100-nomean/csv_output_1741/general_study.csv|None|68.6093|337.636
results/internet_like/graph-100-nomean/csv_output_1742/general_study.csv|None|56.2871|328.091
results/internet_like/graph-100-nomean/csv_output_1743/general_study.csv|None|69.0863|343
results/internet_like/graph-100-nomean/csv_output_1744/general_study.csv|None|62.9626|318.818
results/internet_like/graph-100-nomean/csv_output_1745/general_study.csv|None|57.1905|334
results/internet_like/graph-100-nomean/csv_output_1746/general_study.csv|None|57.9686|323.636
results/internet_like/graph-100-nomean/csv_output_1747/general_study.csv|None|62.0476|329.182
results/internet_like/graph-100-nomean/csv_output_1748/general_study.csv|None|52.4165|321.636
results/internet_like/graph-100-nomean/csv_output_1749/general_study.csv|None|63.6183|333.273
results/internet_like/graph-100-nomean/csv_output_175/general_study.csv|None|92.0755|325.545
results/internet_like/graph-100-nomean/csv_output_1750/general_study.csv|None|53.5675|319.273
results/internet_like/graph-100-nomean/csv_output_1751/general_study.csv|None|52.2022|330.727
results/internet_like/graph-100-nomean/csv_output_1752/general_study.csv|None|67.5471|337.455
results/internet_like/graph-100-nomean/csv_output_1753/general_study.csv|None|63.5359|332.909
results/internet_like/graph-100-nomean/csv_output_1754/general_study.csv|None|51.4345|317.818
results/internet_like/graph-100-nomean/csv_output_1755/general_study.csv|None|68.9848|327.545
results/internet_like/graph-100-nomean/csv_output_1756/general_study.csv|None|50.0318|319.545
results/internet_like/graph-100-nomean/csv_output_1757/general_study.csv|None|67.0009|329.455
results/internet_like/graph-100-nomean/csv_output_1758/general_study.csv|None|58.4537|331.455
results/internet_like/graph-100-nomean/csv_output_1759/general_study.csv|None|62.7336|332.182
results/internet_like/graph-100-nomean/csv_output_176/general_study.csv|None|92.9663|325.091
results/internet_like/graph-100-nomean/csv_output_1760/general_study.csv|None|65.5814|335.364
results/internet_like/graph-100-nomean/csv_output_1761/general_study.csv|None|67.1776|332.455
results/internet_like/graph-100-nomean/csv_output_1762/general_study.csv|None|63.6276|323.727
results/internet_like/graph-100-nomean/csv_output_1763/general_study.csv|None|57.8506|331.818
results/internet_like/graph-100-nomean/csv_output_1764/general_study.csv|None|67.1364|326.091
results/internet_like/graph-100-nomean/csv_output_1765/general_study.csv|None|61.4911|333.091
results/internet_like/graph-100-nomean/csv_output_1766/general_study.csv|None|46.8867|331.273
results/internet_like/graph-100-nomean/csv_output_1767/general_study.csv|None|72.0325|338.455
results/internet_like/graph-100-nomean/csv_output_1768/general_study.csv|None|72.2516|328.636
results/internet_like/graph-100-nomean/csv_output_1769/general_study.csv|None|74.1262|345.364
results/internet_like/graph-100-nomean/csv_output_177/general_study.csv|None|85.7756|329
results/internet_like/graph-100-nomean/csv_output_1770/general_study.csv|None|65.8817|337.455
results/internet_like/graph-100-nomean/csv_output_1771/general_study.csv|None|58.3933|330.182
results/internet_like/graph-100-nomean/csv_output_1772/general_study.csv|None|57.3226|322.909
results/internet_like/graph-100-nomean/csv_output_1773/general_study.csv|None|60.6962|313.636
results/internet_like/graph-100-nomean/csv_output_1774/general_study.csv|None|62.3813|331.545
results/internet_like/graph-100-nomean/csv_output_1775/general_study.csv|None|53.9526|326.091
results/internet_like/graph-100-nomean/csv_output_1776/general_study.csv|None|67.1185|340.455
results/internet_like/graph-100-nomean/csv_output_1777/general_study.csv|None|50.9773|320.182
results/internet_like/graph-100-nomean/csv_output_1778/general_study.csv|None|67.165|334.273
results/internet_like/graph-100-nomean/csv_output_1779/general_study.csv|None|54.0365|330
results/internet_like/graph-100-nomean/csv_output_178/general_study.csv|None|115.549|338.545
results/internet_like/graph-100-nomean/csv_output_1780/general_study.csv|None|52.1312|321.455
results/internet_like/graph-100-nomean/csv_output_1781/general_study.csv|None|75.9297|339.091
results/internet_like/graph-100-nomean/csv_output_1782/general_study.csv|None|50.9426|318.273
results/internet_like/graph-100-nomean/csv_output_1783/general_study.csv|None|65.8543|331.818
results/internet_like/graph-100-nomean/csv_output_1784/general_study.csv|None|58.2595|336.091
results/internet_like/graph-100-nomean/csv_output_1785/general_study.csv|None|59.3533|327.364
results/internet_like/graph-100-nomean/csv_output_1786/general_study.csv|None|59.9559|328.818
results/internet_like/graph-100-nomean/csv_output_1787/general_study.csv|None|50.3258|323.455
results/internet_like/graph-100-nomean/csv_output_1788/general_study.csv|None|54.5506|328.455
results/internet_like/graph-100-nomean/csv_output_1789/general_study.csv|None|62.1688|324.364
results/internet_like/graph-100-nomean/csv_output_179/general_study.csv|None|91.5724|329.091
results/internet_like/graph-100-nomean/csv_output_1790/general_study.csv|None|54.3925|319.636
results/internet_like/graph-100-nomean/csv_output_1791/general_study.csv|None|64.7518|334.909
results/internet_like/graph-100-nomean/csv_output_1792/general_study.csv|None|67.075|334.636
results/internet_like/graph-100-nomean/csv_output_1793/general_study.csv|None|55.7186|319.182
results/internet_like/graph-100-nomean/csv_output_1794/general_study.csv|None|52.4099|327.636
results/internet_like/graph-100-nomean/csv_output_1795/general_study.csv|None|58.8542|330
results/internet_like/graph-100-nomean/csv_output_1796/general_study.csv|None|65.5153|333.273
results/internet_like/graph-100-nomean/csv_output_1797/general_study.csv|None|60.6798|333.455
results/internet_like/graph-100-nomean/csv_output_1798/general_study.csv|None|52.0337|325.636
results/internet_like/graph-100-nomean/csv_output_1799/general_study.csv|None|61.1099|337.455
results/internet_like/graph-100-nomean/csv_output_18/general_study.csv|None|23.6503|324.273
results/internet_like/graph-100-nomean/csv_output_180/general_study.csv|None|96.052|318.636
results/internet_like/graph-100-nomean/csv_output_1800/general_study.csv|None|58.7387|327.636
results/internet_like/graph-100-nomean/csv_output_1801/general_study.csv|None|64.6579|322.636
results/internet_like/graph-100-nomean/csv_output_1802/general_study.csv|None|70.7877|322.091
results/internet_like/graph-100-nomean/csv_output_1803/general_study.csv|None|82.6302|321
results/internet_like/graph-100-nomean/csv_output_1804/general_study.csv|None|82.0984|322.545
results/internet_like/graph-100-nomean/csv_output_1805/general_study.csv|None|82.1009|335.545
results/internet_like/graph-100-nomean/csv_output_1806/general_study.csv|None|80.3285|332.545
results/internet_like/graph-100-nomean/csv_output_1807/general_study.csv|None|92.1894|333.727
results/internet_like/graph-100-nomean/csv_output_1808/general_study.csv|None|107.814|326.909
results/internet_like/graph-100-nomean/csv_output_1809/general_study.csv|None|71.217|324.364
results/internet_like/graph-100-nomean/csv_output_181/general_study.csv|None|81.7234|322.182
results/internet_like/graph-100-nomean/csv_output_1810/general_study.csv|None|99.7207|336.727
results/internet_like/graph-100-nomean/csv_output_1811/general_study.csv|None|88.2308|331.636
results/internet_like/graph-100-nomean/csv_output_1812/general_study.csv|None|78.1178|328.273
results/internet_like/graph-100-nomean/csv_output_1813/general_study.csv|None|91.0834|322.909
results/internet_like/graph-100-nomean/csv_output_1814/general_study.csv|None|77.6534|329.636
results/internet_like/graph-100-nomean/csv_output_1815/general_study.csv|None|78.214|325.727
results/internet_like/graph-100-nomean/csv_output_1816/general_study.csv|None|78.0089|329.727
results/internet_like/graph-100-nomean/csv_output_1817/general_study.csv|None|77.7195|332.091
results/internet_like/graph-100-nomean/csv_output_1818/general_study.csv|None|78.7357|328.455
results/internet_like/graph-100-nomean/csv_output_1819/general_study.csv|None|91.4717|332
results/internet_like/graph-100-nomean/csv_output_182/general_study.csv|None|112.143|338
results/internet_like/graph-100-nomean/csv_output_1820/general_study.csv|None|77.5814|329.636
results/internet_like/graph-100-nomean/csv_output_1821/general_study.csv|None|95.869|340.545
results/internet_like/graph-100-nomean/csv_output_1822/general_study.csv|None|86.7561|329.273
results/internet_like/graph-100-nomean/csv_output_1823/general_study.csv|None|80.197|323.091
results/internet_like/graph-100-nomean/csv_output_1824/general_study.csv|None|89.8699|336.818
results/internet_like/graph-100-nomean/csv_output_1825/general_study.csv|None|77.5797|324.455
results/internet_like/graph-100-nomean/csv_output_1826/general_study.csv|None|71.2137|320.364
results/internet_like/graph-100-nomean/csv_output_1827/general_study.csv|None|87.3138|325.455
results/internet_like/graph-100-nomean/csv_output_1828/general_study.csv|None|95.1414|333.545
results/internet_like/graph-100-nomean/csv_output_1829/general_study.csv|None|74.2899|333.545
results/internet_like/graph-100-nomean/csv_output_183/general_study.csv|None|90.8713|329.545
results/internet_like/graph-100-nomean/csv_output_1830/general_study.csv|None|97.3891|350.182
results/internet_like/graph-100-nomean/csv_output_1831/general_study.csv|None|72.5906|327.182
results/internet_like/graph-100-nomean/csv_output_1832/general_study.csv|None|83.5791|315.818
results/internet_like/graph-100-nomean/csv_output_1833/general_study.csv|None|85.1353|321.545
results/internet_like/graph-100-nomean/csv_output_1834/general_study.csv|None|84.2159|319.545
results/internet_like/graph-100-nomean/csv_output_1835/general_study.csv|None|75.3516|328.545
results/internet_like/graph-100-nomean/csv_output_1836/general_study.csv|None|93.5884|332.364
results/internet_like/graph-100-nomean/csv_output_1837/general_study.csv|None|83.1491|328.455
results/internet_like/graph-100-nomean/csv_output_1838/general_study.csv|None|82.7376|329.727
results/internet_like/graph-100-nomean/csv_output_1839/general_study.csv|None|71.2383|324.636
results/internet_like/graph-100-nomean/csv_output_184/general_study.csv|None|97.1542|327.182
results/internet_like/graph-100-nomean/csv_output_1840/general_study.csv|None|72.1453|326.636
results/internet_like/graph-100-nomean/csv_output_1841/general_study.csv|None|93.0759|332.636
results/internet_like/graph-100-nomean/csv_output_1842/general_study.csv|None|72.6821|326.455
results/internet_like/graph-100-nomean/csv_output_1843/general_study.csv|None|83.0048|335.636
results/internet_like/graph-100-nomean/csv_output_1844/general_study.csv|None|91.0943|333.636
results/internet_like/graph-100-nomean/csv_output_1845/general_study.csv|None|71.4942|321.909
results/internet_like/graph-100-nomean/csv_output_1846/general_study.csv|None|95.9193|338.455
results/internet_like/graph-100-nomean/csv_output_1847/general_study.csv|None|77.6243|326.818
results/internet_like/graph-100-nomean/csv_output_1848/general_study.csv|None|68.2203|310.364
results/internet_like/graph-100-nomean/csv_output_1849/general_study.csv|None|67.3615|321.727
results/internet_like/graph-100-nomean/csv_output_185/general_study.csv|None|119.127|338.545
results/internet_like/graph-100-nomean/csv_output_1850/general_study.csv|None|65.0571|322.909
results/internet_like/graph-100-nomean/csv_output_1851/general_study.csv|None|101.495|341.182
results/internet_like/graph-100-nomean/csv_output_1852/general_study.csv|None|82.3345|329.909
results/internet_like/graph-100-nomean/csv_output_1853/general_study.csv|None|80.5183|329.455
results/internet_like/graph-100-nomean/csv_output_1854/general_study.csv|None|101.13|342.364
results/internet_like/graph-100-nomean/csv_output_1855/general_study.csv|None|85.6204|332
results/internet_like/graph-100-nomean/csv_output_1856/general_study.csv|None|80.6695|326.818
results/internet_like/graph-100-nomean/csv_output_1857/general_study.csv|None|92.3256|331.545
results/internet_like/graph-100-nomean/csv_output_1858/general_study.csv|None|71.0958|313.727
results/internet_like/graph-100-nomean/csv_output_1859/general_study.csv|None|77.4297|332.182
results/internet_like/graph-100-nomean/csv_output_186/general_study.csv|None|117.808|336.818
results/internet_like/graph-100-nomean/csv_output_1860/general_study.csv|None|91.7246|327.545
results/internet_like/graph-100-nomean/csv_output_1861/general_study.csv|None|71.2552|325.818
results/internet_like/graph-100-nomean/csv_output_1862/general_study.csv|None|101.16|335
results/internet_like/graph-100-nomean/csv_output_1863/general_study.csv|None|70.8377|329
results/internet_like/graph-100-nomean/csv_output_1864/general_study.csv|None|91.301|331.727
results/internet_like/graph-100-nomean/csv_output_1865/general_study.csv|None|72.5289|321.909
results/internet_like/graph-100-nomean/csv_output_1866/general_study.csv|None|99.9817|333.364
results/internet_like/graph-100-nomean/csv_output_1867/general_study.csv|None|84.0087|327.091
results/internet_like/graph-100-nomean/csv_output_1868/general_study.csv|None|90.1305|334.545
results/internet_like/graph-100-nomean/csv_output_1869/general_study.csv|None|83.4429|320.273
results/internet_like/graph-100-nomean/csv_output_187/general_study.csv|None|97.3194|336.091
results/internet_like/graph-100-nomean/csv_output_1870/general_study.csv|None|71.857|312.909
results/internet_like/graph-100-nomean/csv_output_1871/general_study.csv|None|69.6835|325.364
results/internet_like/graph-100-nomean/csv_output_1872/general_study.csv|None|91.0194|327.091
results/internet_like/graph-100-nomean/csv_output_1873/general_study.csv|None|90.8612|336.545
results/internet_like/graph-100-nomean/csv_output_1874/general_study.csv|None|91.1811|327.818
results/internet_like/graph-100-nomean/csv_output_1875/general_study.csv|None|62.5393|316.818
results/internet_like/graph-100-nomean/csv_output_1876/general_study.csv|None|88.288|332.818
results/internet_like/graph-100-nomean/csv_output_1877/general_study.csv|None|84.9401|328.909
results/internet_like/graph-100-nomean/csv_output_1878/general_study.csv|None|75.8237|326.636
results/internet_like/graph-100-nomean/csv_output_1879/general_study.csv|None|74.47|326.545
results/internet_like/graph-100-nomean/csv_output_188/general_study.csv|None|92.3231|326.909
results/internet_like/graph-100-nomean/csv_output_1880/general_study.csv|None|70.6766|320.636
results/internet_like/graph-100-nomean/csv_output_1881/general_study.csv|None|81.7272|331.455
results/internet_like/graph-100-nomean/csv_output_1882/general_study.csv|None|74.8683|329.273
results/internet_like/graph-100-nomean/csv_output_1883/general_study.csv|None|84.1343|338.636
results/internet_like/graph-100-nomean/csv_output_1884/general_study.csv|None|77.3508|328.818
results/internet_like/graph-100-nomean/csv_output_1885/general_study.csv|None|86.0161|333.727
results/internet_like/graph-100-nomean/csv_output_1886/general_study.csv|None|90.014|331.636
results/internet_like/graph-100-nomean/csv_output_1887/general_study.csv|None|70.5245|315.273
results/internet_like/graph-100-nomean/csv_output_1888/general_study.csv|None|97.8366|336.091
results/internet_like/graph-100-nomean/csv_output_1889/general_study.csv|None|88.6452|335
results/internet_like/graph-100-nomean/csv_output_189/general_study.csv|None|90.7128|315.636
results/internet_like/graph-100-nomean/csv_output_1890/general_study.csv|None|104.468|339.091
results/internet_like/graph-100-nomean/csv_output_1891/general_study.csv|None|84.3975|332.364
results/internet_like/graph-100-nomean/csv_output_1892/general_study.csv|None|82.7261|317.727
results/internet_like/graph-100-nomean/csv_output_1893/general_study.csv|None|73.0342|327.909
results/internet_like/graph-100-nomean/csv_output_1894/general_study.csv|None|80.9897|328
results/internet_like/graph-100-nomean/csv_output_1895/general_study.csv|None|94.503|324.091
results/internet_like/graph-100-nomean/csv_output_1896/general_study.csv|None|92.0938|335.091
results/internet_like/graph-100-nomean/csv_output_1897/general_study.csv|None|74.941|324.182
results/internet_like/graph-100-nomean/csv_output_1898/general_study.csv|None|68.3743|319
results/internet_like/graph-100-nomean/csv_output_1899/general_study.csv|None|104.723|332.182
results/internet_like/graph-100-nomean/csv_output_19/general_study.csv|None|28.6792|340.909
results/internet_like/graph-100-nomean/csv_output_190/general_study.csv|None|96.5155|333.455
results/internet_like/graph-100-nomean/csv_output_1900/general_study.csv|None|72.1377|326.364
results/internet_like/graph-100-nomean/csv_output_1901/general_study.csv|None|79.6555|331.364
results/internet_like/graph-100-nomean/csv_output_1902/general_study.csv|None|99.4793|338.545
results/internet_like/graph-100-nomean/csv_output_1903/general_study.csv|None|81.2086|335.636
results/internet_like/graph-100-nomean/csv_output_1904/general_study.csv|None|72.1038|326.909
results/internet_like/graph-100-nomean/csv_output_1905/general_study.csv|None|81.7688|325.636
results/internet_like/graph-100-nomean/csv_output_1906/general_study.csv|None|87.4514|335.091
results/internet_like/graph-100-nomean/csv_output_1907/general_study.csv|None|70.8608|319.091
results/internet_like/graph-100-nomean/csv_output_1908/general_study.csv|None|93.7326|332.636
results/internet_like/graph-100-nomean/csv_output_1909/general_study.csv|None|79.9307|316
results/internet_like/graph-100-nomean/csv_output_191/general_study.csv|None|97.1081|322.636
results/internet_like/graph-100-nomean/csv_output_1910/general_study.csv|None|86.4678|327
results/internet_like/graph-100-nomean/csv_output_1911/general_study.csv|None|82.6496|326.091
results/internet_like/graph-100-nomean/csv_output_1912/general_study.csv|None|72.1591|323.818
results/internet_like/graph-100-nomean/csv_output_1913/general_study.csv|None|103.224|334.364
results/internet_like/graph-100-nomean/csv_output_1914/general_study.csv|None|68.1565|322.727
results/internet_like/graph-100-nomean/csv_output_1915/general_study.csv|None|88.825|327
results/internet_like/graph-100-nomean/csv_output_1916/general_study.csv|None|81.6402|320.909
results/internet_like/graph-100-nomean/csv_output_1917/general_study.csv|None|72.549|328
results/internet_like/graph-100-nomean/csv_output_1918/general_study.csv|None|87.9265|337.455
results/internet_like/graph-100-nomean/csv_output_1919/general_study.csv|None|66.5626|320.273
results/internet_like/graph-100-nomean/csv_output_192/general_study.csv|None|96.6575|334.364
results/internet_like/graph-100-nomean/csv_output_1920/general_study.csv|None|80.5027|326.455
results/internet_like/graph-100-nomean/csv_output_1921/general_study.csv|None|75.7373|326.545
results/internet_like/graph-100-nomean/csv_output_1922/general_study.csv|None|79.3512|321.545
results/internet_like/graph-100-nomean/csv_output_1923/general_study.csv|None|93.995|336.909
results/internet_like/graph-100-nomean/csv_output_1924/general_study.csv|None|95.1931|335.545
results/internet_like/graph-100-nomean/csv_output_1925/general_study.csv|None|96.063|330.818
results/internet_like/graph-100-nomean/csv_output_1926/general_study.csv|None|95.5116|337.182
results/internet_like/graph-100-nomean/csv_output_1927/general_study.csv|None|80.9848|325.455
results/internet_like/graph-100-nomean/csv_output_1928/general_study.csv|None|97.7593|341.091
results/internet_like/graph-100-nomean/csv_output_1929/general_study.csv|None|75.764|332.364
results/internet_like/graph-100-nomean/csv_output_193/general_study.csv|None|89.0535|323.273
results/internet_like/graph-100-nomean/csv_output_1930/general_study.csv|None|73.7671|322.182
results/internet_like/graph-100-nomean/csv_output_1931/general_study.csv|None|74.7028|328.545
results/internet_like/graph-100-nomean/csv_output_1932/general_study.csv|None|98.0133|332.364
results/internet_like/graph-100-nomean/csv_output_1933/general_study.csv|None|81.4745|326.091
results/internet_like/graph-100-nomean/csv_output_1934/general_study.csv|None|80.7066|328.182
results/internet_like/graph-100-nomean/csv_output_1935/general_study.csv|None|74.7788|326.273
results/internet_like/graph-100-nomean/csv_output_1936/general_study.csv|None|75.2653|323.545
results/internet_like/graph-100-nomean/csv_output_1937/general_study.csv|None|76.9676|329.091
results/internet_like/graph-100-nomean/csv_output_1938/general_study.csv|None|78.3035|316.545
results/internet_like/graph-100-nomean/csv_output_1939/general_study.csv|None|72.3063|321.818
results/internet_like/graph-100-nomean/csv_output_194/general_study.csv|None|89.0933|321.636
results/internet_like/graph-100-nomean/csv_output_1940/general_study.csv|None|72.6234|321.636
results/internet_like/graph-100-nomean/csv_output_1941/general_study.csv|None|83.9011|323
results/internet_like/graph-100-nomean/csv_output_1942/general_study.csv|None|83.4047|331.364
results/internet_like/graph-100-nomean/csv_output_1943/general_study.csv|None|92.039|331.818
results/internet_like/graph-100-nomean/csv_output_1944/general_study.csv|None|81.6373|330.545
results/internet_like/graph-100-nomean/csv_output_1945/general_study.csv|None|74.1665|324.091
results/internet_like/graph-100-nomean/csv_output_1946/general_study.csv|None|94.9039|337.545
results/internet_like/graph-100-nomean/csv_output_1947/general_study.csv|None|69.6376|319.273
results/internet_like/graph-100-nomean/csv_output_1948/general_study.csv|None|88.6485|333.727
results/internet_like/graph-100-nomean/csv_output_1949/general_study.csv|None|88.7537|330.545
results/internet_like/graph-100-nomean/csv_output_195/general_study.csv|None|105.244|333.636
results/internet_like/graph-100-nomean/csv_output_1950/general_study.csv|None|96.4468|319.818
results/internet_like/graph-100-nomean/csv_output_1951/general_study.csv|None|95.8964|330.182
results/internet_like/graph-100-nomean/csv_output_1952/general_study.csv|None|86.9976|323.727
results/internet_like/graph-100-nomean/csv_output_1953/general_study.csv|None|75.2567|320.273
results/internet_like/graph-100-nomean/csv_output_1954/general_study.csv|None|89.294|328.273
results/internet_like/graph-100-nomean/csv_output_1955/general_study.csv|None|83.8345|331.636
results/internet_like/graph-100-nomean/csv_output_1956/general_study.csv|None|89.4385|325.909
results/internet_like/graph-100-nomean/csv_output_1957/general_study.csv|None|82.4232|330.091
results/internet_like/graph-100-nomean/csv_output_1958/general_study.csv|None|75.0925|326.727
results/internet_like/graph-100-nomean/csv_output_1959/general_study.csv|None|83.0765|329.364
results/internet_like/graph-100-nomean/csv_output_196/general_study.csv|None|117.855|333.636
results/internet_like/graph-100-nomean/csv_output_1960/general_study.csv|None|73.8405|321.818
results/internet_like/graph-100-nomean/csv_output_1961/general_study.csv|None|82.3337|314.364
results/internet_like/graph-100-nomean/csv_output_1962/general_study.csv|None|67.3737|321.273
results/internet_like/graph-100-nomean/csv_output_1963/general_study.csv|None|105.956|333.273
results/internet_like/graph-100-nomean/csv_output_1964/general_study.csv|None|76.2354|332.545
results/internet_like/graph-100-nomean/csv_output_1965/general_study.csv|None|71.9258|323.182
results/internet_like/graph-100-nomean/csv_output_1966/general_study.csv|None|83.8701|332.364
results/internet_like/graph-100-nomean/csv_output_1967/general_study.csv|None|77.5811|323.091
results/internet_like/graph-100-nomean/csv_output_1968/general_study.csv|None|99.9052|329.636
results/internet_like/graph-100-nomean/csv_output_1969/general_study.csv|None|79.7255|332.091
results/internet_like/graph-100-nomean/csv_output_197/general_study.csv|None|99.4152|334.364
results/internet_like/graph-100-nomean/csv_output_1970/general_study.csv|None|87.9911|325.909
results/internet_like/graph-100-nomean/csv_output_1971/general_study.csv|None|78.4689|332.182
results/internet_like/graph-100-nomean/csv_output_1972/general_study.csv|None|74.4267|323.909
results/internet_like/graph-100-nomean/csv_output_1973/general_study.csv|None|72.5389|319.091
results/internet_like/graph-100-nomean/csv_output_1974/general_study.csv|None|82.4911|331.727
results/internet_like/graph-100-nomean/csv_output_1975/general_study.csv|None|97.2364|337.727
results/internet_like/graph-100-nomean/csv_output_1976/general_study.csv|None|66.3213|321.727
results/internet_like/graph-100-nomean/csv_output_1977/general_study.csv|None|74.9944|322.364
results/internet_like/graph-100-nomean/csv_output_1978/general_study.csv|None|65.3861|317.455
results/internet_like/graph-100-nomean/csv_output_1979/general_study.csv|None|79.8681|328.182
results/internet_like/graph-100-nomean/csv_output_198/general_study.csv|None|117.454|335.545
results/internet_like/graph-100-nomean/csv_output_1980/general_study.csv|None|66.3979|322.545
results/internet_like/graph-100-nomean/csv_output_1981/general_study.csv|None|81.1631|337.455
results/internet_like/graph-100-nomean/csv_output_1982/general_study.csv|None|59.7586|311.636
results/internet_like/graph-100-nomean/csv_output_1983/general_study.csv|None|87.0561|336.455
